Timestamp
1097501938.504844
1097501941.547021
1097501941.547816
1097501941.569134
1097502061.905496
1097502061.912093
1097502623.047417
1097504102.257400
1097504103.397942
1097504103.398716
1097504103.409070
1097504186.592304
1097504186.667107
1097504195.106257
1097504195.162783
1097504196.566493
1097504196.574823
1097504197.887726
1097504197.899045
1097504199.597084
1097504199.619539
1097504200.719510
1097504200.821282
1097504202.513608
1097504202.563313
1097504203.324245
1097504203.426897
1097504204.663060
1097504204.696909
1097504205.750705
1097504205.770489
1097504210.792443
1097504210.835822
1097504223.880342
1097504223.905294
1097505719.035890
1097505719.083365
1097505719.083898
1097505719.084451
1097505754.575976
1097505754.654239
1097505754.654731
1097505754.731848
1097505754.756391
1097505754.842033
1097505754.864882
1097505754.952032
1097505754.977534
1097505769.716268
1097505784.797836
1097505799.908753
1097505839.916865
1097505880.043946
1097505920.204187
1097505960.308661
1097506000.396024
1097506013.236045
1097506013.373353
1097506013.373850
1097506020.673069
1097506020.703162
1097506028.446245
1097507785.885063
1097507788.523613
1097507788.524409
1097507788.624309
1097507788.771853
1097507788.834395
1097507788.900373
1097507788.944297
1097507789.070506
1097507789.167700
1097507789.205391
1097507789.274806
1097507789.419096
1097507789.484975
1097507789.700935
1097507789.797226
1097507834.960269
1097507835.030339
1097507856.077223
1097507856.091024
1097510947.094289
1097510950.238687
1097510959.359091
1097512255.236054
1097512264.654638
1097512264.723894
1097512267.478126
1097512267.537969
1097513177.297272
1097513181.093332
1097513182.837583						
